log,n_traces,n_variants,ratio_variants_per_number_of_traces,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,coverage_variants,rel_coverage_variants,heterogeneity_rate_variants,similarity_rate_variants,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,rel_unique_start_activities,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,rel_unique_end_activities,eventropy_trace,eventropy_prefix,eventropy_prefix_flattened,eventropy_global_block,eventropy_global_block_flattened,eventropy_lempel_ziv,eventropy_lempel_ziv_flattened,eventropy_k_block_diff_1,eventropy_k_block_diff_3,eventropy_k_block_diff_5,eventropy_k_block_ratio_1,eventropy_k_block_ratio_3,eventropy_k_block_ratio_5,eventropy_knn_3,eventropy_knn_5,eventropy_knn_7,epa_variant_entropy,epa_normalized_variant_entropy,epa_sequence_entropy,epa_normalized_sequence_entropy,epa_sequence_entropy_linear_forgetting,epa_normalized_sequence_entropy_linear_forgetting,epa_sequence_entropy_exponential_forgetting,epa_normalized_sequence_entropy_exponential_forgetting,simple_trace_diversity,advanced_trace_diversity,distinct_activities_min,distinct_activities_max,distinct_activities_mean,distinct_activities_std,event_density,distinct_activities_non_overlap,complexity_factor,n_traces_with_loop,avg_traces_with_loop,avg_loops_per_trace,max_loops_per_trace,avg_loop_size_per_trace,max_loop_size_per_trace,n_traces_with_repetition,avg_traces_with_repetition,number_of_successions,number_of_ties,structure,average_affinity,lempel_ziv_complexity,deviation_from_random,n_nodes_dfg,n_edges_dfg,coeff_of_connectivity_dfg,avg_node_degree_dfg,max_node_degree_dfg,density_dfg,structure_dfg,cyclomatic_number_dfg,n_cut_vertices_dfg,separability_ratio_dfg,sequentiality_ratio_dfg,cyclicity_dfg,average_edit_distance
pdc2023_11011010.xes,1000,998,0.998,18354,9,71,18.354,16.0,12,9.064363408425328,82.16268400000001,12.0,22.0,10.0,16.725233634589568,1.5040883800267106,15.539307020466756,1.9437504551003328,4.838474620104981,0.4938631038697465,6.80562896532025,0.0803225806451612,0.0380645161290322,0.0212903225806451,0.0096774193548387,0.0059677419354838,0.0035483870967741,0.0008064516129032,0.0009677419354838,0.0001612903225806,0.0004838709677419,1.794573075992327,2.029154033563511,0.002,0.011,0.051,0.101,0.201,0.501,0.75,1.002004008016032,0.0447212697483394,22.2711025329266,494.0020080321294,800,0.8016032064128257,0.9997101804291236,0.2795646311117084,23,137,1947,798.0,700.0,509.3008848454397,259387.39130434784,424.0,995.0,571.0,0.9592658878069,0.0415152131147564,11,1,239,90.9090909090909,29.0,104.51920619106288,10924.264462809915,1.0,215.0,214.0,0.5262969269847276,-1.6112118662993211,0.0110220440881763,10,1,706,100.0,9.0,208.22872040138935,43359.2,1.5,69.25,67.75,2.402963975389237,4.2040221530028745,0.0100200400801603,9.962,13.116,13.117,14.774,14.776,2.598,2.602,4.246,1.806,0.915,4.246,2.795,2.132,5.607,5.101,4.781,97208.03311385776,0.7035093739115978,120450.59864838974,0.668455925453117,60394.18596082846,0.3351652206086644,76583.3373879872,0.4250089766462083,0.4047257090735351,0.9041673678117508,0,19,13.691308691308691,2.345232242517368,0.7459577580532141,0.4104684497202704,232.84037501904896,13,0.013,0.013,1,1.0,1,566,0.566,355,59,0.9999407632901072,0.1239942459446106,3934,0.8515137262401113,25,376,15.04,30.08,44,0.6266666666666667,0.3984,352,0,0.0,0.0,0.92,22.82649049049049
pdc2023_10000000.xes,1000,1000,1.0,20465,20,21,20.465,20.0,20,0.4987734956871705,0.2487749999999999,20.0,21.0,1.0,20.458934867221785,1.0246462360860915,20.45288531775018,0.1403442656943108,-1.980303487086724,0.0243720251984935,6.907458589933251,5.349999999999923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.649999999999934,1.5227384399698256,0.3559512744040223,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1.0,0.0,,,800,0.8,1.0,0.3306971352310319,29,68,1000,705.6896551724138,932.0,320.8720986407014,102958.903686088,467.0,1000.0,533.0,-0.4475994764165731,-1.322090229508764,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001,9.966,12.626,12.626,15.459,15.459,2.833,2.833,4.682,2.263,1.059,4.682,3.255,2.505,5.606,5.091,4.762,101827.22532789897,0.7190862001474638,131762.289527762,0.6486112669448354,65887.76898819578,0.3243382417895677,83547.75644146136,0.4112710575242173,0.2950153294980882,0.6775177816467823,0,21,20.444555444555444,0.8163983836657046,0.999000999000999,0.2512270151074719,513.8622772703072,0,0.0,0.0,0,0.0,0,0,0.0,397,55,0.999945,0.11167596403997,4715,0.9057718971652712,31,399,12.870967741935484,25.741935483870968,39,0.4290322580645161,0.5848074921956296,369,2,0.064516129032258,0.0,0.8709677419354839,20.714024024024024
pdc2021_0210000.xes,1000,441,0.441,25338,4,199,25.338,12.0,4,27.376554859952705,749.475756,6.0,39.25,33.25,14.120176085524252,3.015329855435529,8.63199390001299,1.7144700743302626,4.026174320455876,1.0804544502309852,6.411536754068303,0.0313846153846153,0.0081538461538461,0.0063076923076923,0.0027692307692307,0.0017435897435897,0.0006153846153846,0.0001538461538461,0.0,5.128205128205128e-05,0.0001025641025641,2.271738485577408,3.791636284388568,0.246,0.476,0.581,0.603,0.647,0.779,0.889,2.2675736961451247,13.773880627371716,14.931797115462974,241.1563555706661,800,1.8140589569161,0.8814795298226129,0.2805825966707851,63,65,1000,402.1904761904762,362.0,238.53560229049816,56899.23356009072,240.0,495.0,255.0,0.957780852071174,0.136310666194066,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0022675736961451,3,86,493,333.3333333333333,421.0,177.34398464252712,31450.88888888889,253.5,457.0,203.5,-0.6207003875552559,-1.5000000000000002,0.0068027210884353,6.188,11.776,12.487,17.533,17.654,1.67,1.926,5.737,0.739,0.677,5.737,2.418,1.717,4.823,4.329,4.026,82515.97364631147,0.6063649393163119,130012.30249997997,0.5060245305185344,65125.99729041198,0.2534787213959013,82547.56911756417,0.3212857099286286,0.7352647352647352,1.817915291749059,0,48,16.678321678321677,13.031906575456569,0.658233549543045,0.701684347696319,200.9033895799268,0,0.0,0.0,0,0.0,0,473,0.473,116,86,0.9995577974197992,0.2084302928496462,3824,0.8880442652003503,65,120,1.8461538461538465,3.692307692307693,10,0.0288461538461538,0.9715976331360948,56,4,0.0615384615384615,0.0307692307692307,0.6923076923076923,39.028618618618616
pdc2023_02111101.xes,1000,999,0.999,35159,7,254,35.159,27.0,11,28.384039863979897,805.653719,16.0,46.0,30.0,27.308544041691626,2.0088272149596498,21.837118744244417,2.399873126431519,9.203333015213644,0.8073050958212662,6.651145324466282,0.0232793522267206,0.0107692307692307,0.0036437246963562,0.0014574898785425,0.0008097165991902,0.0002834008097165,0.0001214574898785,4.048582995951419e-05,0.0,8.097165991902829e-05,1.936706367555865,2.3861019966136654,0.002,0.01,0.05,0.1,0.2,0.5,0.75,1.001001001001001,0.0316227607586212,31.559483550970967,994.0010020040068,800,0.8008008008008008,0.9998551627419942,0.2780146567615424,21,315,5113,1674.2380952380952,1365.0,1409.6302083394207,1987057.3242630388,488.0,2554.0,2066.0,0.9115627239559498,-0.2377838883364327,5,40,490,200.0,201.0,164.1109380876241,26932.4,44.0,225.0,181.0,0.747175486396241,-0.7057272519014743,0.005005005005005,6,2,931,166.66666666666666,15.5,341.974982840688,116946.88888888888,5.75,29.0,23.25,1.785231732810756,1.1934594333275124,0.006006006006006,9.964,14.501,14.501,18.175,18.175,2.294,2.294,3.904,1.442,1.019,3.904,2.371,1.871,5.801,5.27,4.936,205026.7517179795,0.6358315805472838,229554.4334870565,0.6237356429487553,113918.84425942058,0.3095354878960997,145341.12911028028,0.3949147974857575,0.3521716378859236,1.0332099100779557,0,18,13.604395604395604,2.538679925389785,0.3869392077247818,0.4246531319879464,115.97672393426316,86,0.086,0.088,2,1.0232558139534884,1,912,0.912,284,42,0.9999579158738318,0.2320102045193764,5915,0.8192071680491262,23,295,12.826086956521738,25.65217391304348,41,0.5830039525691699,0.44234404536862,273,0,0.0,0.0,0.9130434782608696,48.92593993993994
pdc2021_1011003.xes,1000,202,0.202,9559,3,28,9.559,4.0,3,6.970403072993699,48.586519,3.0,15.0,12.0,7.098184575773259,2.197428164679532,5.401111549431101,0.5747780965469621,-1.0369582166029516,0.7291979362897478,6.644207949237053,0.2115999999999999,0.0,0.0,0.0243999999999999,0.0768,0.022,0.0332,0.0168,0.0124,0.0028,2.1423049300402117,3.3041347425335266,0.223,0.334,0.607,0.726,0.814,0.899,0.949,4.950495049504951,19.216781155353456,8.806150197811757,87.3575345368662,800,3.96039603960396,0.768450456482208,0.3404990626893341,41,60,1000,233.14634146341464,234.0,166.16940532812566,27612.27126710292,115.0,337.0,222.0,2.3675795244643325,8.538131349395117,11,1,940,90.9090909090909,4.0,268.6025974779485,72147.35537190083,1.0,9.5,8.5,2.8423396045087186,6.087320384025462,0.0544554455445544,12,1,460,83.33333333333333,7.0,151.17392485331442,22853.55555555556,1.75,48.5,46.75,1.6993944381095123,1.2002905869392275,0.0594059405940594,5.314,7.797,9.126,11.075,12.034,0.878,2.225,5.058,0.454,0.347,5.058,2.147,1.434,3.388,2.965,2.711,7901.143398887615,0.6954447837030642,33558.357712560006,0.3830403023446492,16653.980797011594,0.1900911210962435,21159.355144558525,0.2415161630199818,0.7670865719646207,1.3569757779584015,0,28,9.54945054945055,6.973462054444508,0.999000999000999,0.7032824892907019,152.16474192054008,0,0.0,0.0,0,0.0,0,0,0.0,265,149,0.9963483972159592,0.1496251331823793,1635,0.8558956906543401,43,288,6.697674418604652,13.395348837209305,30,0.1594684385382059,0.8442401297998918,246,0,0.0,0.0,0.9534883720930232,13.3156016016016
pdc2021_0210104.xes,1000,454,0.454,21995,3,190,21.995,6.0,4,27.096844373469025,734.238975,4.0,35.25,31.25,10.848734576795591,3.24475100320023,6.503783273870192,1.8195363171636256,3.76134120573799,1.231954733960856,6.296352854897832,0.0351336898395721,0.0070588235294117,0.0052406417112299,0.003475935828877,0.0015508021390374,0.0005347593582887,0.0002139037433155,0.0001604278074866,5.347593582887704e-05,5.347593582887696e-05,2.420035902740074,4.30457630444778,0.17,0.434,0.542,0.591,0.636,0.773,0.886,2.202643171806167,11.700875078178584,13.253926858982288,181.7805078721006,800,1.7621145374449338,0.8856852842857014,0.2233669824509471,63,31,1048,349.1269841269841,276.0,252.15159789197443,63580.42831947596,187.5,426.0,238.5,1.2018427864727308,0.7628080450349763,13,1,978,76.92307692307692,1.0,260.12229713628096,67663.60946745564,1.0,2.0,1.0,3.1752624856767917,8.082700836135903,0.0286343612334801,8,1,537,125.0,6.5,200.62215730073285,40249.25,2.5,136.25,133.75,1.2420746666388445,-0.2802349659139294,0.0176211453744493,6.548,12.146,12.779,17.88,17.955,2.108,2.362,5.632,1.098,0.949,5.632,2.642,1.97,4.836,4.347,4.049,83069.18483179888,0.6015527366523676,117532.657110064,0.5344371974720474,58360.93449966732,0.2653752160698934,74348.57804360398,0.3380732356662864,0.7773654916512059,2.086348079636794,0,48,14.025974025974026,12.870108196527887,0.6376892032722903,0.65597270190821,181.74482137950935,57,0.057,0.057,1,1.0,1,477,0.477,304,196,0.9990490791593084,0.1911554366344824,3957,0.8929211583785005,65,325,5.0,10.0,29,0.078125,0.9230769230769232,261,0,0.0,0.0,0.9692307692307692,34.98580780780781
pdc2021_0200111.xes,1000,465,0.465,23646,2,206,23.646,6.0,4,30.64677281542055,939.224684,4.0,36.0,32.0,11.06470516014871,3.3938312302434444,6.404084111611051,2.0692223361521336,5.202108993002588,1.296065838425973,6.255665454837116,0.0322549019607843,0.006078431372549,0.0055392156862745,0.0026470588235294,0.0011764705882352,0.0004901960784313,0.0004901960784313,0.0001470588235294,9.803921568627448e-05,9.803921568627448e-05,2.4248756349618863,4.317482395246731,0.183,0.458,0.541,0.581,0.628,0.767,0.883,2.150537634408602,11.876557044776526,13.295919496419712,183.8299847326231,800,1.7204301075268815,0.8891509842966513,0.2212574685846523,51,41,1366,463.6470588235294,354.0,317.07479315160606,100536.42445213378,234.5,684.5,450.0,0.8211778826156755,-0.126167338692257,6,1,979,166.66666666666666,3.5,363.30550352133247,131990.8888888889,1.5,10.0,8.5,1.7884349958343904,1.1992447589143025,0.0129032258064516,10,1,526,100.0,4.0,183.93585838547088,33832.4,1.0,44.0,43.0,1.5628419779979617,0.621220813270877,0.021505376344086,6.503,12.38,12.986,18.333,18.394,2.192,2.425,5.341,1.181,0.986,5.341,2.687,2.021,4.856,4.376,4.078,92168.9216408534,0.5937265872179832,127735.17696933816,0.5363921599584835,63629.21702929848,0.2671950982383281,80953.63743921855,0.3399447002210028,0.7372823255176196,2.1140975978302627,0,40,13.398601398601398,11.806632097278102,0.5666328934534973,0.635151127620835,154.04076758887095,45,0.045,0.046,2,1.022222222222222,1,464,0.464,263,168,0.9992230315643428,0.1972333356600115,4309,0.898583239781688,53,279,5.264150943396227,10.528301886792454,25,0.1012336719883889,0.9006763972944108,227,0,0.0,0.0,0.9622641509433962,37.99535135135135
pdc_2020_0100110.xes,1000,999,0.999,35719,12,129,35.719,32.0,20,18.88279743576147,356.560039,21.0,44.0,23.0,31.488809097597173,1.648745879277859,27.90683435827436,1.3823720908973058,2.4903633832344187,0.5286485465931708,6.781941124229546,0.0255555555555555,0.0228205128205128,0.0186324786324786,0.0089743589743589,0.0041025641025641,0.0029914529914529,0.0012820512820512,0.0005128205128205,0.0002564102564102,0.0003418803418803,0.7709598987249267,-1.1054277746060377,0.002,0.01,0.05,0.1,0.2,0.5,0.75,1.001001001001001,0.0316227607586212,31.559483550970967,994.0010020040068,800,0.8008008008008008,0.9998551627419942,0.2798764374396439,29,580,2926,1231.6896551724135,1013.0,529.3926320402484,280256.55885850184,1000.0,1566.0,566.0,1.4334946585103356,1.5297300318756788,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001001001001001,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001001001001001,9.964,14.12,14.121,17.903,17.903,2.735,2.736,4.74,1.82,1.091,4.74,2.979,2.293,5.694,5.177,4.852,199339.6259383244,0.6526138114096948,233567.1367621372,0.6237473484140887,116538.60998295412,0.3112195061874601,148146.3913964512,0.3956289403194492,0.2908470839505322,0.942320527542092,0,29,20.565434565434565,4.263775820996258,0.5757561680179895,0.3556223492500462,251.6147542000376,228,0.228,0.269,5,1.1798245614035088,1,924,0.924,456,41,0.9999589178768358,0.1692507384740869,7045,0.8929085455208738,31,458,14.774193548387096,29.548387096774192,55,0.4924731182795699,0.5234131113423517,428,2,0.064516129032258,0.0,0.8709677419354839,45.73329529529529
pdc2021_0111003.xes,1000,481,0.481,18110,3,148,18.11,10.0,3,19.006364723428835,361.2419,4.0,28.0,24.0,10.262726168858917,2.994482553462475,6.281570172649769,1.7140580098562308,4.314969990450198,1.0494955672793391,6.432097787834142,0.0408965517241379,0.0137931034482758,0.0086896551724137,0.0035172413793103,0.0010344827586206,0.0006206896551724,0.0002068965517241,0.0001379310344827,0.0,6.896551724137931e-05,2.1121281841804103,3.192018169244061,0.211,0.415,0.537,0.567,0.615,0.759,0.879,2.079002079002079,11.42825381599219,15.338329221996108,254.98528046920853,800,1.6632016632016633,0.8940483587912773,0.2909202430329177,47,103,1104,385.3191489361702,272.0,277.93609447504593,77248.47261204166,237.5,411.0,173.5,1.4428777519063212,0.8914262195632432,11,1,964,90.9090909090909,3.0,276.11310414573177,76238.44628099173,1.0,7.0,6.0,2.8453893614610672,6.097765359742988,0.0228690228690228,9,1,483,111.11111111111111,6.0,176.02237512092,30983.87654320988,5.0,93.0,88.0,1.320571492701138,-0.059540390901756,0.0187110187110187,6.671,11.287,11.848,15.808,15.906,1.618,1.84,5.239,0.677,0.633,5.239,2.275,1.616,4.697,4.231,3.934,56900.88362826528,0.6399648237678419,93891.46040237031,0.5288038590223665,47311.93230012054,0.2664644076350642,59774.41645108795,0.3366540679491588,0.7404722936637831,1.673762174866537,0,35,12.197802197802195,9.522088268853388,0.6735396023082384,0.7163782768071526,151.18749961205654,188,0.188,0.249,4,1.8829787234042556,6,463,0.463,300,173,0.9992522508115024,0.1529995509407162,2870,0.8628905510333154,49,320,6.530612244897959,13.06122448979592,29,0.1360544217687075,0.8667221990837151,272,0,0.0,0.0,0.9591836734693876,27.66594194194194
pdc2024_02001100.xes,1000,998,0.998,19003,12,70,19.003,18.0,15,5.905505143508047,34.874991,15.0,21.0,6.0,18.30918884278617,1.2962275652979387,17.75492561009858,2.556920493195145,11.505682435274554,0.3107669917122584,6.866583759839974,0.0813793103448275,0.0649999999999999,0.0175862068965517,0.0048275862068965,0.001551724137931,0.0012068965517241,0.0003448275862068,0.0001724137931034,0.0001724137931034,0.0001724137931034,1.4582176887509513,0.353295958648923,0.002,0.011,0.051,0.101,0.201,0.501,0.75,1.002004008016032,0.0447212697483394,22.2711025329266,494.0020080321294,800,0.8016032064128257,0.9997101804291236,0.4226050604978748,20,203,2000,950.15,754.0,551.0192623674783,303622.2274999999,498.0,1478.0,980.0,0.6440312449088635,-0.9035819793555206,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.001002004008016,2,203,797,500.0,500.0,297.0,88209.0,351.5,648.5,297.0,0.0,-2.0,0.002004008016032,9.962,12.198,12.199,14.298,14.299,2.127,2.13,4.086,1.643,1.134,4.086,2.55,2.047,5.258,4.766,4.448,89162.34370625684,0.7184197961148262,117857.95413711338,0.6295015499839902,59402.87548451411,0.3172819557643432,75077.31864918774,0.4010021114342682,0.3089910089910089,0.6811505475901777,0,19,13.82017982017982,1.7568568017372834,0.7272630542640541,0.3311298098641064,171.94799231623588,369,0.369,0.476,2,1.2899728997289972,1,954,0.954,100,36,0.9999638555668452,0.1895384741931063,3468,0.861100854125308,22,103,4.681818181818182,9.363636363636363,19,0.2229437229437229,0.7871900826446281,82,2,0.0909090909090909,0.0,0.6818181818181818,21.86578978978979
pdc2022_1211103.xes,1000,359,0.359,6320,2,42,6.32,5.0,2,4.87602296959315,23.7756,3.0,8.0,5.0,4.959229865057722,1.9789462726495104,4.016896451931603,1.9250749626421708,5.20896398163625,0.7715226217710679,6.663194309869176,0.14325,0.05675,0.028,0.01025,0.00775,0.00325,0.00025,0.00025,0.0,0.00025,2.0260922895993816,2.828300007605465,0.158,0.249,0.522,0.606,0.701,0.82,0.91,2.785515320334262,9.85387452319371,11.919854600458685,172.56375930893554,800,2.2284122562674096,0.8516981495261063,0.3533532933413096,14,53,1473,451.4285714285714,290.5,404.89341000982927,163938.67346938772,187.75,515.0,327.25,1.286398714458785,0.5625042517570114,11,1,952,90.9090909090909,3.0,272.3321683484259,74164.80991735538,1.5,9.5,8.0,2.844853380361911,6.095949265341156,0.0306406685236768,14,1,306,71.42857142857143,19.0,101.69331645808832,10341.530612244896,5.25,78.75,73.5,1.494959955702628,0.7043023967858444,0.0389972144846796,6.717,7.872,9.101,9.588,10.06,1.173,1.868,3.298,0.838,0.439,3.298,1.804,1.309,4.189,3.765,3.488,9401.040871874571,0.7385143859704603,26611.71297690986,0.4811433873014253,13289.642501450047,0.2402785425620939,16828.191741796705,0.3042559937359633,0.672256315113458,1.3825835659520638,0,9,4.588411588411589,1.920608455044387,0.7260144918372766,0.635720999277586,52.25086843963346,14,0.014,0.014,1,1.0,1,359,0.359,101,17,0.9998680953748031,0.1360987874741444,1215,0.7443335375106193,16,126,7.875,15.75,26,0.525,0.5078125,111,0,0.0,0.0,0.875,8.748772772772773
pdc_2020_1211101.xes,1000,825,0.825,24882,4,128,24.882,20.0,5,18.939642974459684,358.710076,11.0,33.0,22.0,18.798091303872067,2.164000083637421,14.003734455560362,1.4533998283272185,2.3170567503783017,0.7611784814106456,6.651081859541321,0.0337096774193548,0.0216129032258064,0.0118548387096774,0.0064516129032258,0.0030645161290322,0.002258064516129,0.0010483870967741,0.0004838709677419,8.064516129032254e-05,8.064516129032263e-05,1.3994995181715335,0.6381185406130876,0.023,0.102,0.202,0.257,0.34,0.587,0.793,1.2121212121212122,1.3192646197115925,10.32747853514231,129.7878006740309,800,0.9696969696969696,0.9721513161833084,0.2169920380125915,24,100,2672,1036.75,668.0,715.3324547602557,511700.5208333333,603.5,1321.75,718.25,0.7566026469311743,-0.4336699831353785,9,1,474,111.11111111111111,2.0,155.59666123556227,24210.32098765432,2.0,129.0,127.0,1.3388553940710728,0.5507613903894897,0.0109090909090909,6,3,517,166.66666666666666,118.0,177.84325183211826,31628.22222222223,21.75,220.25,198.5,1.0057249429388544,-0.2358012631324224,0.0072727272727272,9.384,13.11,13.33,16.337,16.419,2.12,2.234,4.243,1.387,0.885,4.243,2.46,1.875,5.283,4.81,4.507,111516.74145670612,0.6444046905028368,150261.3752351464,0.5966230586618406,74690.05909995096,0.2965619836908247,95091.9776185271,0.3775691953583207,0.5564851814851814,1.2242886749080253,0,23,10.644355644355644,4.448325865579569,0.4277934106726004,0.6348617150636757,106.79178628350812,25,0.025,0.025,1,1.0,1,863,0.863,410,52,0.9999235996326904,0.1710377493039799,4363,0.830523207051348,26,425,16.346153846153847,32.69230769230769,46,0.6538461538461539,0.3713017751479289,400,0,0.0,0.0,0.9230769230769232,34.80858858858859
pdc2025_11100110.xes,1000,490,0.49,15238,8,46,15.238,15.0,9,7.165288270544319,51.341356,9.0,21.0,12.0,13.820059791037362,1.5403328753468484,12.679683372465146,1.1874034907888111,1.1706297054236874,0.4702249816606063,6.807296116490734,0.1157894736842105,0.0394736842105263,0.0373684210526315,0.0428947368421052,0.0007894736842105,0.0173684210526315,0.0057894736842105,0.0,0.0034210526315789,0.0002631578947368,1.641540946388044,1.8869741825349573,0.101,0.352,0.517,0.559,0.608,0.755,0.877,2.0408163265306123,8.131970626630821,10.356387977755054,111.9292510740808,800,1.6326530612244898,0.8967320266761712,0.3575405354395825,29,87,1386,525.448275862069,395.0,351.9241284029837,123850.59215219977,218.0,783.0,565.0,0.4299644313696652,-0.8356632392226993,7,1,992,142.85714285714286,1.0,346.66139451773336,120174.12244897956,1.0,2.0,1.0,2.041234659567305,2.1666518708433857,0.0142857142857142,10,1,981,100.0,2.0,293.6715852785216,86243.0,1.0,2.0,1.0,2.666499622616107,5.110589475269565,0.0204081632653061,7.072,9.947,11.309,13.07,14.001,1.516,2.308,4.518,1.158,0.673,4.518,2.426,1.765,4.474,4.051,3.765,36713.98754574371,0.6898992111121899,71498.3473599359,0.4871603788253244,35313.62926723196,0.2406125686362607,45069.84318731797,0.3070874039955079,0.5617141479210445,1.0066649244340424,0,27,12.710289710289713,4.151475552947084,0.834117975475109,0.5201884653789297,187.76049751447127,38,0.038,0.038,1,1.0,1,549,0.549,473,110,0.9995418575593504,0.2236834087688295,2535,0.8482141947939817,31,490,15.806451612903226,31.61290322580645,55,0.5268817204301075,0.4901144640998959,460,0,0.0,0.0,0.935483870967742,18.98661661661661
pdc2024_10110000.xes,1000,412,0.412,10579,8,17,10.579,11.0,11,1.854119467564051,3.437759,9.0,12.0,3.0,10.418792687026016,1.190961887413292,10.261841511640956,0.3322094132869248,-0.7314965226775954,0.1752641523361424,6.892527110077781,0.1844444444444443,0.1766666666666666,0.1711111111111113,0.2866666666666665,0.081111111111111,0.1099999999999999,0.0988888888888888,0.0,0.0011111111111111,0.0011111111111111,0.3033923240141585,-0.8178176987850732,0.044,0.163,0.391,0.499,0.62,0.794,0.897,2.4271844660194173,4.878826736541849,6.132496640142198,41.81961999484064,800,1.941747572815534,0.8716324053443782,0.5147342284718386,20,16,1000,528.95,582.0,340.382501753542,115860.2475,379.0,671.0,292.0,-0.3065664870756255,-0.9694408733347766,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,,,0.0024271844660194,2,500,500,500.0,500.0,0.0,0.0,500.0,500.0,0.0,,,0.0048543689320388,7.63,7.926,8.806,10.773,11.567,0.953,1.865,3.906,1.446,0.955,3.906,2.259,1.825,4.153,3.617,3.311,12810.313434816622,0.7684196205514569,43018.2404864553,0.438819968665583,21576.65508662469,0.2200988929801049,27256.16886033311,0.2780344112168211,0.4715784215784215,0.5932264229775738,0,17,10.568431568431569,1.883086939347543,0.999000999000999,0.3860572736820052,151.7921368634349,0,0.0,0.0,0,0.0,0,0,0.0,75,25,0.9998527193891978,0.2580025683286269,1770,0.8046691167989226,22,78,3.5454545454545454,7.090909090909091,16,0.1688311688311688,0.8388429752066116,57,4,0.1818181818181818,0.2272727272727272,0.3636363636363636,11.622862862862863
